__token__,__occurence__
sɛka'i,22
tam,46
wi-ndela,41
ɓaa,72
ger-a,39
kɔfi'nɛ́,10
nyɔ́ŋ,52
mɔɔ-gia,2
ɗɔ́ŋ,17
ɗɔŋa,39
tama,28
Tiger,9
te-er,4
dúí,8
dui,62
pɛr,75
Pɛr-tɛ,1
mbɛŋ,21
alkamaari,126
nyɔɔ,2
Dáà,317
Ɗɛɗɛ,27
hiɗa,58
tók,27
gɔn-ta,21
Jakob'i,2
De,172
kpɔk'i,16
Fara,49
gbin,295
kpáŋá,21
ger-mɛ,22
kiri,13
Nya,11
pɛm,255
ga̧,114
yɔ,137
ɔ̧,3
boko,37
naa,65
Mahalat,5
yaka-a,34
ɛk,12
sara-daŋ-mɔ,1
kinii'i,17
piinɛ,107
tuna,15
daŋa-a,38
tɛna,79
nɔ̧́,270
Tua,710
Luz,8
nɛ'ɛ,4
Ta,15
Mɔɔ-kpe-nú-yì,1
kina,5
ta'i,26
Rachɛl,56
kɔ́r,1
wa'i,83
zɔŋa-dai-mɔ,1
nɔkɔ,10
kin,17
boko-nya-a̧,13
duia,41
kii-zɛ,4
yoɓi,62
Lea,40
saŋa-yí,25
kɔfɛ,9
hɔ-ɗoŋ-kaya-bem,3
mgbɔ́,58
kaya-boko-bem,1
Zilpa,7
gbaka,75
dám,2
baa-ŋmaa,6
ɓii,91
Bilha,11
see-aa,155
Rubɛn,90
Simɛɔŋ,47
Levii,357
Juda,804
dàà,17
Nɛftalii,50
Oee,45
Gad,86
bɔtɛ,44
am.,7
ɛi'e,7
Asɛr,44
yiŋgi-nyɔnɔ,6
kpaa'i,6
baa'i,6
akamɔ,30
Isakar,40
Zabulɔŋ,47
Dina,10
Jozɛf,284
tani,70
nyɛɓa̧-a̧,1
nyɛɓa̧,3
hɔa-a,31
daia,27
kii,397
poo,35
dap,71
lop-lop,5
zɛrɛŋ-zɛrɛŋ,6
tu̧-a̧,13
mɔɔ-zuzu,4
or,6
bu-a,20
ora,2
ŋmaŋa,38
dap-aa,17
ɔ̧ka̧,24
‹O,33
kɔ-mɛ›,1
be-a,27
wó›,1
laɓo-laɓo,2
nana-a,13
ɔɔ-zu'i,2
‹Jakob,1
kɔ-mɛ.›,10
mbɔi-ɗoŋ,1
Mbɔi,7
buma-tɛ,6
zu̧,37
sɔ̧,634
kuu,43
Galad,140
pata,69
ɗaŋ-a,44
hu̧sa̧-a̧,66
ɔr,112
gima,228
kuŋge,11
koloŋ,35
be-koo-am,2
‹Ká,26
nú-mɛ,53
zu̧u̧,22
kíí,251
ŋgaɓo,38
yinɛ.,3
i'e,61
kia,140
kirki-ŋgeloba,1
takaɗi,63
nyaa,60
zɛ.,1
Yɔɔ-kaya,3
nya'nɛ́,58
Dee,49
boko-nam,24
Gbɛ̧ŋmɔ,1
fɛŋa,39
Yegar-Sahaduta,1
Galɛd,2
Mɔi̧a-ta,1
sɔsɔɔ'ɛ.,1
Mispa,38
Fara-pɛm-mɔ,1
wi-sedaako,68
be-koo,57
rɛ́t,1
Mahanayim,13
‹Tom,2
tɛ-a.›,1
Kíì,51
dita-see,88
koa,33
dɔra,69
kpás'am,64
naa-wan-bem,8
ndɛma,14
gɔŋmaa-yiitoo,1
vala-a,3
gɔmŋmaa-yiitoo,26
wiwii-a,13
‹Nɛ́,40
ta-tɛ,166
i.›,7
heembea'i,25
hɔ-ɗoŋ,7
mbɛt'i.,1
horo,7
Yabɔk,7
gɔta,1
ndaa-zan,31
yo,82
kui-kɔra-a,2
ku-a,10
nyun,7
Nin-mɛ,5
Nin-am,6
Israɛl,2489
nin'nɛ́,129
nin-am,127
Pɛnuɛl,8
Saŋa-yí,2
gbaayí,64
dafi,3
zim,78
nik,23
kui-kɔra,3
gbar,30
kpɛ́k,30
nɛ́'ɛ,52
sɔnti'nɛ́,26
Sɔ̧'ɛ,11
kpa.,1
mɛɛ.,1
Gana,32
Sukot,18
gbaksak,5
kɔya-sede,40
Hamɔr,12
Kɔ̧ɔ̧mɔ,24
hár,1
búù,74
pia-a,10
see-wa,113
See,60
báá,18
bu̧i̧-nya-a̧,2
duknu,1
ak'i,5
H,1
mɔɔ-búù,45
sɛk,37
boko-nya-ɛɛ,3
Be-ŋgaiwi'i,2
wi-kii-wen,8
bu̧i-nya,4
mɔɔ-tɛ-wa,2
sak,10
mí,36
kó-de-mɔ,27
dáŋ,51
mgbara'nɛ́,268
ɗáfí,73
war-tɛ,101
kpáí,28
tua-wor-sɔ̧,2
aia-nú,100
er-wa,85
zer-wa,16
yur,4
kunin,5
Debɔra,11
Te-kɔ̧a,1
zu-dɔ̧ɔ̧,3
Koa-a'i,1
koa-a'i,1
kó-bà-kɔra,6
Bɛn-Ɔni,1
Be-Bɔnɛ,1
Bɛnjamin,183
Be-wii-er,1
Bɛtlɛhɛm,45
pɛsi-fio,41
Migdal-Edɛr,1
fara-duk,109
Oholibama,10
Ana,30
Sibɛɔŋ,8
Elifaz,14
Reuɛl,9
Yɛus,10
Yalam,2
Kora,4
Teman,17
Omar,3
Sɛfɔ,3
Gaɛtam,2
Kɛnaz,11
Timna,18
Nahat,6
Zera,11
Sama,11
Miza,3
Yelam,1
kuti-wi,74
Lotaŋ,4
Sɔbal,9
Disɔŋ,7
Esɛr,5
Disaŋ,5
Hɔri,2
Hemam,1
Alwan,1
Manahat,2
Ebal,7
Onam,4
Aya,7
kpút-kpút-wee-yì,1
Hɛmdan,1
Ɛsbaŋ,2
Yitran,1
Kɛraŋ,2
Bilaŋ,4
Zawaŋ,1
Akaŋ,9
Araŋ,2
Bɛɔr,3
Dinaba,2
Bɔsra,5
Husam,4
Bedad,1
Avit,2
Samla,4
Asreka,1
Saul,449
be-ká̧-zaŋ,1
Bal-Hanaŋ,5
Akbɔr,7
Pau,1
Mɛhɛtabɛl,2
Matrɛd,2
Mɛzahab,2
Alwa,1
Yɛtɛt,2
Ela,14
Pinɔŋ,2
Mibsar,2
Magdiɛl,2
Iram,2
Tugun,12
Nyɛrɛ,59
dali,9
fura,20
ŋunyuŋ,3
zu'i,8
ɔa,3
sik,4
sika-a,2
tɔ̧ɔ̧-wen,114
Siti,2
woyo'e,33
nyaŋa-zɛ,35
guu,50
tuɓi,24
kɔr,5
wé,61
zii.,2
tɔ̧a̧-a̧,37
a'i,100
Dotaŋ,3
mɛ.,19
yaa-ɔ-zu,1
gbɛ́,50
wɔr-aa,24
ɗuka,94
ndaa,116
Taamɔ,41
kpɔ̧i̧a̧,26
géè,204
wi-ɗɔr-mɔ,28
fuu-nyama,92
nɔ̧́-nyama,48
yí-nyama,6
tɔk-tɛ-a,3
ɗɔ́r,11
yɛ.,3
sii,138
a̧k,40
laa'i,26
zakati,7
Boko-nam,2
Mur-tɛ,1
sɛ́kɛ́ɗɛ́-sɛ́kɛ́ɗɛ́,7
a̧ka̧,55
mar,12
bufu,49
be-wiwii-a,32
be-okoo-a,33
Potifar,3
wi-duk-zu,165
wi-pɛm-nù,5
a̧ra̧,24
Adulam,11
Hira,2
hara,15
Ɛr,9
Onaŋ,7
Kezib,1
Tamar,44
ko-oi,5
ko-oi'i,1
be-oi,39
gara-a,1
gasi.,1
so'i,78
zima,26
sɛm,162
wi-gɔn-buma-tɛ,1
for-mɛ,1
i'i,5
laa-zim-fio,7
goe,12
Enayim,2
ziŋina,27
Tumbal,1
nyak-aa,14
mbɛt.,20
mɔɔ-ziŋina,1
Kó-de-mɔ,1
Kóó,289
Juda'e,4
Be-for-mɛ,1
dàlà,100
zaŋ-dàlà,1
i.,18
dɔ́,24
tumbal,38
ɗɛk,3
er-a'i,12
kun,18
nyak,64
Kaya-a,1
Pɛrɛs,10
Gboo-war,1
Sɔŋkur-aa,8
kuna,10
er'i,5
wi-pɛm-nú,24
kira,59
dáà-bara,9
be-nú,1
ku̧naŋ-a,2
kpoo-tɛ,12
tɛ-wi,191
Dáà-bara,1
ndiŋmɔ,125
ŋgii,5
koo'i,8
siŋ,26
er-wi,34
Hebreu,29
yek,4
siŋa,29
gɔm,120
dáà-wan-tua,2
Bara,3
tɛnɛ'ɛ,14
fɛŋ,50
yí-tom,10
zɔɓɔ,102
wi-zɔɓɔ,31
tua-zɔɓɔ,5
wi-ha̧-dɔ̧ɔ̧,9
wi-gi-brɛt,7
Gasawi,33
gba̧a̧-a̧,51
sɔnti-wa,16
dáà-wan,1
nyak-dɔ̧ɔ̧,94
gbaa-er-a,39
ɓɔa-a,7
do-a,9
zur,8
ɗele,19
waya-nyak-dɔ̧ɔ̧,54
vati,14
ɗele'i,5
gbaa-er-te,8
wen-tɛ,11
zɔɓɔ'ɛ,3
wee-ɗoŋ-zu,2
bɔtɔ-brɛt,1
bɔtɔ,10
zu'm'i,12
Gba̧a̧,22
ga̧i̧,34
mur-tɛ-mɛ,2
gbaŋa'i,33
dea'i,81
Nil,24
ŋmaŋa-a,8
mbɔɗi,21
tun,21
sikila-alkamaari,5
kan-te-a,2
kan-te-alkamaari,1
búk-bɛɛ,4
dɔɔ,190
kor,51
kuti-a,111
gura,5
yemsele,5
wi-de-mɔɔ-kifi,18
wi-iŋ-mgbara-mɔ,113
yɔɔ-kaya,96
foa,3
ga̧i̧a,4
kpuia,14
zera,21
kpai,149
mɔɔrɔ-ɗoŋ-yiitoo'i,19
Tɛ-wa,9
sikila-a,5
Zu,51
dɔa'i,1
pɛ-kaɓa,4
hok,67
iŋamɔ,131
iŋa-mgbara-mɔ,197
ndɛm,20
pɛ-dɛma-nyɔnɔ,2
gɛsɛ,43
yɛ́m-yɛ́m,47
kísí-lɔr,2
keekee-nyaŋa,86
ŋgan,8
gú,164
Zaŋ,21
dɛma-nyɔnɔ,1
Asnat,2
Poti-Fera,2
Ɔn,4
Manase,152
Efraim,175
Pɛ-dɛma-nyɔnɔ,1
hiɗimɔ-nyɔŋmɔ,1
ŋgúr-ŋgúr,7
dam-nyɔnɔ,1
ɗɔra-a,4
hí̧fí,9
hikiɗi,6
wa'e,132
wi-kpe-naŋ-mɔ,20
fara-ɓɔsi,2
wi-tɔ̧-kpasawen,18
Sɔŋkur,18
tóm,49
wi-yu-sɔ̧,2
nya-ɛɛ,55
nyak-boi,20
nyɔŋmɔ-yuwar,4
yora-a,16
Ɗɛɗɛ-wa,7
tuɓa,16
‹Ɛ́ɛ́,9
Kanaŋ.›,2
‹Mɔ,17
nú-bere,2
sɛɛ,9
sede'i,18
dɔr,13
Nya-a̧,2
Wannu'i,3
sinɛ,67
yɛ̀ɛ́,6
‹K,8
kpɛk'nɛ́,12
na.›,58
wannu'i'e,1
Bek,1
mɔ-a,8
ɓaa-wen-aa,1
wannu'i,12
be-sɔ̧ɔ̧-te,1
gɔrɔ,46
gba̧a̧-nyɔnɔ,9
er'nɛ́,157
gí,7
bufu-alkamaari,2
hɛra-bufu,1
ɛ́nɛ́'ɛ,80
hi̧fa-a,3
de'nɛ́,28
ɛ́nɛ́.,15
wese-see-zu,4
kaɗi'e,5
tua'i,104
Sɔka,3
kpasa.,3
zugur-wa,15
hi̧a̧,33
gɔna-bɛr-tua,43
taia,3
yuwar-kia-sɔ̧,2
gɔna-ɗɛɗɛ,8
ti-a,4
á,81
be-ɗele,24
wár,1
‹Wen,25
Wi-duk-zu,9
be-ɗele'i,2
kaŋ,19
hɔ̧fi̧,23
Sɔ̧'ɔ̧,44
yéŋ,62
zer'nɛ́,63
see'nɛ́,130
Zɔmwi,2
kpɔk-zaŋ,1
del'aa,1
kífí,63
‹Ɛ́nɛ́,18
tu̧u̧-see.›,1
zɔk'e,26
ɓáá-wen-aa,1
ŋgiɗi,89
hee-ger'e,9
ɗɛɗɛ-wa,20
‹Sɔ̧,11
Gɔsɛn,15
be-koo'nɛ́,4
lɛŋ.›,13
zɔnamɔ,62
hura-nin,8
fara-dɛm-nyɔnɔ,5
fara-nyɔŋ-mɔ,62
keekee,89
hee-ger,16
Nyɛma,8
zaŋzɛ,20
be-koo-aa,4
Palu,5
Ɛsrɔŋ,5
Karmi,7
Yɛmuɛl,1
Yamin,6
Ohad,2
Yakin,7
Gɛrsɔŋ,38
Kehat,45
Mɛrari,37
Hamul,3
Tola,9
Pua,5
Yov,1
Simrɔŋ,5
Sɛrɛd,2
Yaleɛl,2
ɓu-taar-zua-taar,6
Sifiɔŋ,2
Hagi,2
Suni,2
Ɛsbɔŋ,2
Eri,2
Arodi,2
Areli,2
Yimna,4
Yiswa,2
Yiswi,4
Bɛria,9
Sɛra,5
Malkiɛl,3
ɓu-zua-mɔɔrɔ-ɗoŋ-kpɔk,19
Bɛkɛr,4
Asbɛl,3
Gera,3
Namaŋ,3
Ehi,1
Ros,1
Mupim,1
Hupim,3
Ard,2
Husim,4
Yaseɛl,2
Guni,4
Yɛsɛr,4
Silɛm,2
ɓu-mɔɔrɔ-ɗoŋ-kpɔk-zua-mɔɔrɔ-ɗoŋ-kpɔk,3
nyaŋa,147
tɛ-a'e,3
sa'nɛ́,17
ak'nɛ́,12
ga.›,12
Tom,37
gɔmŋmaa-nɛ-ɓu-taar,3
Ramsɛs,5
Nyɔŋmɔ,15
ɓana,4
Nú,37
fara-a-sede,3
boo,15
kiitɛ-ɛɛ,3
kpar-nyɔnɔ,10
mbea,8
guna-a,1
gɔmŋmaa-nɛ-ɓu-naar-zua-mɔɔrɔ-ɗoŋ-yiitoo,1
ti'm.,1
ɛk-tɛ,1
gado,45
kpoo.›,6
nɛnɛ'ɛ,46
Efrata,6
Sɔki,2
yí-see,11
wii-er,37
bɛ̧a̧,14
yoŋgo'e,1
mbɔrɔ,127
tu̧u̧-tɛ-bíí,4
ŋga-wi,37
ndiŋ,159
gbama-a,3
ee-zu-mɔ,43
nyimsea,274
ɗaɗi-naŋ,3
be-dila,3
oee,12
nana-dila,6
zugur-mɛ,5
dila,95
Mɔɔ-wan,7
dɔ́rá-wan,13
wan-aa,39
vata,38
be-laa,2
Gbaayí-a,1
gba̧a̧-nin-a,1
ndáká-ndáká,8
nduti-nu,4
ŋgárá,51
ɓora,6
ɔma-tɛ,43
nyafi,11
dita,75
tom-bara,27
kar,9
kóró,10
hɔ̧fa̧,20
kpas'am,31
zɔŋa-zambɛrɛ,2
ɓɔɔ,9
zu-zer,20
ŋgeŋ,99
ɓaa-a,15
nɔa-a,77
wan-ŋgayamɔ,3
wi-dai,6
wi-pɛm-aa,2
gba̧,56
ɓéé,3
zu-tɔ̧́,33
gbóò,14
di̧i̧-ta'i,1
naŋ-a,94
pɛɛ,17
wi-de-nyina,6
nyama,45
Yuwar-aa-nyama,1
hi̧a̧-fio,7
Oi,76
gara,17
fara-gusi-alkamaari,16
dik,26
Atad'i,1
ŋgaŋa-fio,1
Egiptɛ.,2
Jurdɛn'e,1
Abɛl-Misraim,1
Fara-hi̧i̧-fio,1
wa.›,13
gɔmŋmaa-nɛ-ɓu,3
Makir,25
gba̧a̧-mɛ,1
zimbi,1
Gat,45
gbama-yari,21
wi-zɔk-tom,3
ye-a-mɔ,4
Pitɔm,1
kuti-a'i,3
gìì,8
mbɛra,22
Sifra,1
kɔra,5
Kpoo,4
nɔa,4
Be-zɔŋa'i,2
N'aa,6
fana,27
báà,1
ɓoɓo,4
ŋgere,30
zui,89
dáí,8
Moisɛ,833
Egiptɛ'ɛ,3
ta'e,39
wi-dai-sami,28
Jetro,10
sɔsɔɔ'ɛ,17
Sipɔra,4
Gɛrsɔm,4
da̧a̧-be-te,3
mɔɔ-kifi,83
kpɔ̧́í̧,10
ndárà,31
naŋ-mɛ,30
i̧si̧,38
sa̧a̧-fara,153
Jakob.,2
keta,67
gas'am,14
aka'm'e,3
‹Nin-a,1
ɛɛ.›,4
e'nɛ́,29
mɔɔ-gɔn-ɗɛɗɛ,33
bui-bem,5
dɔra.,1
nu.,2
dɔra'i,5
gɔ́k'i,4
pɛ́,9
nyɛ́í̧,21
dom-aa,10
er-a̧,1
kpɛk'e,6
ti-kɔ̧-ɓaa-mɛ.,1
ti-kɔ̧-ɓaa-a,2
doko,33
fɛ̧ŋ,5
kpúŋ-kpúŋ,4
ɓɔrɔ,49
ti-kɔ̧-ɓaa-mɛ,1
woyo.,6
de-a'e,22
ɗu'i,1
leɓ,11
O'o,20
mgbe,2
yí-wi,16
Arɔŋ,352
gbak'nɛ́,14
kinii.,2
‹Kaya-bem,1
kɔ-mɛ.,8
tɔ̧́ɔ̧́-nú-ta,1
mbii,12
ndɔ,6
wii,31
Wii-tɔk,1
Giiwi,13
WAN'i,27
ŋga-zɛɛ,12
kapita,12
mbɛra-a,2
kaia-a,3
wi-tɛɛri,14
‹Ɛɛ,16
wen-ndela,9
Keta,1
pɔi,6
wi-duk-zu-tom,2
nasi,32
mboyɛɛ,7
tom-mbɛra-brik,1
mbosi,8
Wan-ŋgayamɔ,2
fo'nɛ́,11
gbo'nɛ́,13
foo'nɛ́,8
Hɔ-ɗoŋ-aa,50
Yemuɛl,1
Sohar,1
bezaŋ-wa,46
137,2
Libni,9
Simɛi,44
Amram,15
Yisɛhar,10
Uziɛl,18
Mali,15
Musi,10
sembaa,2
Yokɛbɛd,2
Kore,42
Nɛfɛg,4
Zikri,13
Misaɛl,3
Ɛlsɛfaŋ,1
Sitri,1
Elisabɛt,1
Aminadab,14
Nasɔŋ,12
Nadab,19
Abihu,10
Eleazar,76
Itamar,20
Asir,6
Ɛlkana,27
Abiasaf,2
Putiɛl,1
Pinas,27
ŋga-see,17
ɓu-mɔɔrɔ-ɗoŋ-taar,12
ɓu-mɔɔrɔ-ɗoŋ-taar-zua-taar,1
wan-gbana,10
gur,20
ŋgaia,60
ea-a,6
pɛ́m,43
zer-mɛ,26
gusi,84
nana-yì'ɛ,3
nun,20
kimi,1
takaɗi.›,1
mbaŋa-yì,1
tɔp,41
yèè,11
tasi,37
yí-nɔ,6
gasamɔ,380
yaa-gbazal,11
fara-ɔɔ,11
fara-gi-nyɔŋmɔ,1
fara-hɔ̧n-mɔ,1
Yaa-gbazal,1
ɗɔɔ-aa,42
sa̧a̧mɔ.,2
wi-we-zu,6
wɔr-wa,23
tua-a,4
pɛr-aa,40
zifa,7
Fuunu,3
kimia,2
zi̧-bia,9
Mɔɔ-usi-mɔ,4
Deemɔ,57
fara-ɗafi,32
ɗaf'aa,3
kɔ́fí,38
ŋgimbi-a,54
mbula-gui,1
Mbula-gui'i,2
tura-fuunu,1
kore,9
mbula-gui'i,2
nyɛma-a,4
ku̧u̧naŋ,55
ɗai,6
Ɓɔrɔ,4
mbaŋa-kórò,19
Gboa-a,6
Be-nyɔnɔ,1
vui-a,1
be-fon,13
misa̧,26
sáá,3
‹Nɛ,4
see-mɛ,85
gba-dɔya,42
wa̧a̧-te,23
sɔsɔɔ.›,4
zɔ́k'e,2
tú̧,37
ho,5
búk'i,9
búk-daŋa-wese,2
nu'i,63
gba-búk,13
Gbɛ̧,27
Ku̧u̧naŋ-a,18
sɔi,3
toyo,36
mgbu,2
mgbuu,1
yak.,5
Fio-zɛ'ɛ,1
kà'ì,7
Saɗi'i,2
hɔk,1
mgbɔɔr,68
paŋ,19
wa̧a̧-kpoo,11
mbayo-a,7
mɔɔ-kɔ̧-zaŋ-aa,1
kpoo-aa,28
Yuwar,51
kanda,33
Paska,66
géé-sɔ̧,261
Gbaŋa'i,2
kale-a,14
ɓu-yiitoo-zua-kpɔk,4
be-nu,10
gbɛa-a,1
te-ka̧-nú,3
do-mɔ,52
Do-mɔ,1
ɗafa-sɔ̧,76
yínɛ́'ɛ.,1
biŋgi-zɛ,5
bà,7
gai,73
mɔ-fio,4
gásí,32
mbɔɗa,6
kóŋgó-ɓaa-wa,1
booro-gɔmŋmaa-mɔɔrɔ-ɗoŋ-kpɔk,3
mbɔɗa-a'i,1
gɔmŋmaa-naar-nɛ-ɓu-taar,2
dama,33
Heembea'i,10
ber,2
kaia'nɛ́,8
zɛ́,3
sɔi-woo,4
mɔ'ɛ,11
te-er'nɛ́,4
mɔɔ-mbaŋ,7
wii-a,1
be-tuifuu,2
zu-wa,60
ger-wa,26
aka'nɛ́,4
tua-bara,11
yuwar'i,27
tana-a,26
mbɛt'i,24
Etam,9
Pi-Ahirot,2
Migdɔl,4
Bal-Sefɔŋ,2
gba-tɔp'i,8
yambala-a,6
Ŋga-gbárà,2
WAN.,9
yɔli,2
wi-daŋ-nyaŋa,36
kɔ̧-fio,13
fea-a,13
yór,64
pata'nɛ́,2
Tura-zan'i,1
nyɛka,14
ŋga-búk,4
tɔp'i,3
kpaa-kpaa,4
wir-wir,1
gbɛ̧ŋa-ti-ɗɛɗɛ,1
sakali,36
mbar,2
kimii,4
timgba,2
liŋgɔm,6
nɛ̀ɛ̀,178
gas'aa,4
Nin-a,8
Gba,19
dir-yì,5
lembe,5
Gasamɔ,36
Ŋga,22
gba-zu,9
Wisɛn,8
ɓara,30
er-wa.›,2
ɓoɓi,12
timgbi,3
gba̧a̧-kpi̧i̧,4
nak,123
wanye,20
naka,27
sakala,16
bele,37
zara,14
wan-ɔ-wan,1
Mariama,13
ko-tɔ̧-wen,4
yɔyɛ,45
ndura,2
Mara,5
Dukbíí,65
ku̧i̧a,17
gbaa-te'i,1
gɛɗa,11
tiger-am,19
yeŋ,44
wan-kpasi'nɛ́,1
Elim,2
ndɛŋgɛ,31
Ha̧,13
kpáná-kpoo,1
sur,81
weyaa,11
Ga̧a̧mɔ,18
gboo'nɛ́,12
ku̧i̧amɔ,13
ku̧i̧,22
súr,1
kpaŋanaŋa,5
Yi,7
Zɔka,11
Litrɛ,2
litrɛ,39
Zu-a'i,62
nyim,60
yela,5
mɔɔrɔ-ɗoŋ-naar,35
‹Sa̧a̧mɔ,1
Sabat,8
wese-ɔm-tɛ,134
gbɛŋ,10
sa̧a̧mɔ.›,1
gese,48
man,19
bu,34
gba̧a̧-mɔ,20
nyɔ̧ɔ̧,54
kam-gɔrɔ,4
Kuɓa-Ha̧a̧nú,1
nduti,34
omɛr,2
efa,5
nɔ.,2
Wɔ-yì,3
wɔ-yì,25
gbɛ'ɛ,3
go,2
Hɔrɛb,14
Mɛriba,11
Wee-bia,1
Kia-wen,1
Refidim,2
Josue,221
Hur,17
tɔi,6
yɔ́r,41
kalata,256
farai'e,1
kóŋgó-wara,1
damti,133
wi-gbak-am.,1
for,16
nyɛŋɛ,111
nasa,17
For,4
bòó,44
Tom'i,5
Kita,7
diti,23
Sinai,38
zua,21
Mí,22
ɓɔnsɛnɛ.,2
war-tɛ-wa,41
zík,39
mbáŋ,50
kaya'i,15
góò,56
dɔm,47
mbia,62
taar-zɛ,1
pi̧i̧-kórò,24
dɔma,42
Kaya,23
Zi-wee,7
Ger,13
wora,17
dika-kórò,3
ɓɛ̧i̧a,7
wà,6
wɛn,3
gɔya,22
ndela,141
Tɛ-mɛ,15
ŋma-mɛ,34
we'nɛ́,4
ɗɔli,7
ɗafa-sɔ̧-gaŋmɔ,38
sɛka-ta,30
war-a,26
mɔɔ-daŋ-mɔ,1
ka'i,13
ɛnɛ-a,3
dáa-bara,16
kòò,15
bara'i,6
wo,49
te-nú-tua,2
ɗɔi,3
zer-aa,19
gu-zu,1
wiwii-bara,3
gɔni-duk,58
sɔɔ,97
ŋma-wi,11
ŋma-a,38
fara-ɗaf'am,6
kìì-bíí,2
sɔma,4
zɛɛ,111
nyina,19
haya-tɛ,18
naa-zaŋ,5
zaŋ-aa,74
wi-kɛ̧-mgbara-mɔ,1
oa,1
kpɔ̧i̧,29
oo,4
wii-bara,1
wiwii-ndai,51
ndai'i,33
mbɔi'i,7
wɔr-saɗi'i,1
wan-ndai,1
kpasa'i,16
mbɔi-a,5
fea'i,9
ndai-kii-wen,1
wi-zuzu'i,2
wi-zuzu,35
zu̧a̧,7
kpɛɛfɔ-nyak-dɔ̧ɔ̧,9
dar,2
yiŋga-tɛn,1
sika-alkamaari,1
wi-pi̧-wee'i,1
wi-zu̧zu̧,3
wan-tua'i,7
yɔa,25
wan-mɔ,2
Wan-mɔ,1
oi-wan-aa,1
wi-ba-a'i,2
wan-mɔ-dai,1
Ka,8
yoɓa,15
mbɔi-yoɓa,1
okoo'i,1
yɔra,274
okoo-de-mɔɔ-kifi,1
ko-gera,74
zer-am,12
Nyimsea,35
nyamandoi-sede,1
wisan,125
laa-kpe-tɛ-a,1
wan-de-ko,8
kalemɔ,36
Kuti,37
ɓɔsa,4
tika-a,42
gbák,46
wan-saɗi'i,1
ɗáfá,4
zóóŋ,14
nyɔnɔ-a,5
mɔɔrɔ-ɗoŋ-yiitoo-aa,13
gbaŋa-zu-nyɔnɔ,2
gbaŋa-kuti-nyɔnɔ,1
gbaŋa-mɔi̧a-nyɔnɔ,2
ɗaf'am,7
Nɔ,1
kpoo-saɗi,2
zu-nyɔnɔ,29
kòò-a,1
pɛma'nɛ́,2
wen'nɛ́,59
wi-bi-biro,1
mboo-sɔ̧,5
hɛɗi,20
mɔɔ-kíì,46
ndur,8
gɔ̧-gua,1
ka̧,19
ta-zu-nu,7
nyɛk,132
misi̧,30
Tɔk,9
Heembea,102
wi-gbak-a,4
kuti-wi'e,1
ndar,10
ndɛrɛ,118
zɔ̧-laa,109
yɛm-yɛm,17
sɔ̧ɔ̧,34
akasia,23
nɔ̧́-e-wee,2
sɔ̧a̧-a,1
kɛn-kɛn,8
laa-ɗafi-sɔ̧,19
Efod,35
laa-kpe-yí-ŋguɗi,20
tua-laa-gas'am,1
tua-laa'i,6
kuɓa,77
lati,7
ɓira-te,15
yɔk,59
gɔɔ,32
kuɓa'i,14
Ɓira-te,3
sɛka-ta-heembea,6
ndɔŋ,37
dèé,7
nyar,8
ɓaa-wa,14
mɔɔ-kpe-nú,9
Kuɓa,128
taŋe-nyɔŋ-mɔ,16
ndota,19
ŋgɛɗɛ-er-wi,3
mgbii-aa,23
gɔa-a,10
be-yee,4
aa-a,4
zɛzɛ,14
dek-e-wee,29
gun-aa,52
be-yee-a,1
kpoi-a,12
Gbaa-er-a,3
gba̧a̧-baŋa,1
Kpoi-a,1
mboɗ,1
lamba,59
dek'i,2
mɔɔ-ɓam-mɔ,5
nyɛk-a-bùk,5
kilo,188
mɔɔ-aa,2
Dura,15
toka-zɔ̧-laa,18
dura-a,20
kpo,10
bolo-a,5
nú-wa'i,3
boi-kɔk-mɔ,24
Zi̧a̧-a̧,4
ɓu-zua-mɔɔrɔ,32
goia,3
bolo,4
Nyɛm,3
gbɛ̧ɛ̧,14
mɔɔ-gu-zu,3
gaŋgala,31
gaŋgala-tua,8
koe,5
te-mgbii-tua,1
be-saŋ,3
gita-a,5
gbaŋ,6
sɔŋkur-aa,49
babir,4
tu̧-zɔ̧-laa,2
zóŋ-zóŋ,30
mbiŋ-tua,10
mbiŋ,67
babir-laa,25
Babir-laa'i,2
laa-kpe-nú,3
wi-tok-laa,4
tom-aa,37
ga̧i̧a̧,4
nɔi̧a,32
zak,95
mɔɔ-ɗu-mɔ,8
tasi-aŋ-wee,2
sin,1
háŋányáŋá-mɔ,3
sina-mɔ,1
ɓuɗuk,2
nú-zala,21
mɔɔ-ga̧i-laa,7
kpe-nú-zala,1
ɓu-yiitoo-zua-mɔɔrɔ,29
toka-zɔ̧-laa-kpe-nu,1
zala,36
toka-zɔ̧-laa-kpea-a,1
Zɔ̧,4
laa-kpe-nú-a,1
mbiŋ-a,7
Zi̧a̧,12
kpe-nú-a,1
nyɛk-de-tom,2
te-mgboi-tua,1
nɔ̧́-tè-nɔ̧́,1
tua-kpa-ŋmaa,26
fur,17
wi-fur-laa,1
tom-ɗaf'am,1
fur'i,1
laa-kpe-tɛ,3
mɛtɛwol,20
tom-ɗafa,5
dè,17
Efod'i,2
wi-iŋ-toka-laa,1
Kanda-a,1
fara-kasi,1
ɓaɓa,4
nyak-lɔr,4
fúr,4
goi,1
dɔ̧-er,2
toka-ta,10
ta-kui,5
sardɔan,5
tara,5
topaz,5
mít-mít,4
emerod,5
